Key,Summary,Issue Type,Priority,Status,Story Points,Component,Labels,Assignee,Reporter,Description,Steps,Expected Result,Test Type,Test Data
TC-184,Verify Session Management - Verify Password is greater than with page refresh,Test Case,Low,To Do,7,Web App,"Session Management,Use Case,Regression",Unassigned,QA Team,"Verify Session Management - Verify Password is greater than with page refresh

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Verify Password field
3. Leave Password with test data
4. Submit Login button
5. Verify is greater than

**Expected Result:** Password is greater than","1. Navigate to app.vwo.com
2. Verify Password field
3. Leave Password with test data
4. Submit Login button
5. Verify is greater than",Password is greater than,Use Case,Valid
TC-185,Verify Forgot Password - Minimize Password is visible with leading spaces,Test Case,Medium,To Do,8,Web App,"Forgot Password,Use Case,Regression",QA Team,QA Team,"Verify Forgot Password - Minimize Password is visible with leading spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize Password field
3. Clear Password with test data
4. Click Submit button
5. Verify is visible

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Minimize Password field
3. Clear Password with test data
4. Click Submit button
5. Verify is visible",Data is saved successfully,Use Case,Valid
TC-186,Verify Registration - Download State is valid with XSS,Test Case,High,To Do,7,Web App,"Registration,State Transition,Regression",Automation Team,QA Team,"Verify Registration - Download State is valid with XSS

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Download State field
3. Fill in State with test data
4. Submit Cancel button
5. Verify is valid

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Download State field
3. Fill in State with test data
4. Submit Cancel button
5. Verify is valid",User is redirected to dashboard,State Transition,Boundary
TC-187,Verify Login - Click Email is required with maximum characters,Test Case,High,To Do,4,Web App,"Login,Boundary,Regression",QA Team,QA Team,"Verify Login - Click Email is required with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Click Email field
3. Fill in Email with test data
4. Select Submit button
5. Verify is required

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Click Email field
3. Fill in Email with test data
4. Select Submit button
5. Verify is required",Data is saved successfully,Boundary,Null
TC-188,Verify Warning Messages - Minimize City is visible with duplicate data,Test Case,Medium,To Do,8,Web App,"Warning Messages,Boundary,Regression",Unassigned,QA Team,"Verify Warning Messages - Minimize City is visible with duplicate data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize City field
3. Leave City with test data
4. Click Next button
5. Verify is visible

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Minimize City field
3. Leave City with test data
4. Click Next button
5. Verify is visible",User is redirected to dashboard,Boundary,Null
TC-189,Verify Timeouts - Clear Email is displayed with empty data,Test Case,Medium,To Do,5,Web App,"Timeouts,Positive,Regression",Automation Team,QA Team,"Verify Timeouts - Clear Email is displayed with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear Email field
3. Leave Email with test data
4. Submit Cancel button
5. Verify is displayed

**Expected Result:** Email is displayed","1. Navigate to app.vwo.com
2. Clear Email field
3. Leave Email with test data
4. Submit Cancel button
5. Verify is displayed",Email is displayed,Positive,Valid
TC-190,Verify Memory Usage - Drag Username is outside range with duplicate data,Test Case,Low,To Do,4,Web App,"Memory Usage,UI,Regression",QA Team,QA Team,"Verify Memory Usage - Drag Username is outside range with duplicate data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag Username field
3. Leave Username with test data
4. Click Register button
5. Verify is outside range

**Expected Result:** Error message 'Passwords do not match' is displayed","1. Navigate to app.vwo.com
2. Drag Username field
3. Leave Username with test data
4. Click Register button
5. Verify is outside range",Error message 'Passwords do not match' is displayed,UI,Invalid
TC-191,Verify Memory Usage - Blur Country contains with trailing spaces,Test Case,Medium,To Do,7,Web App,"Memory Usage,Smoke,Regression",QA Team,QA Team,"Verify Memory Usage - Blur Country contains with trailing spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Blur Country field
3. Fill in Country with test data
4. Select Register button
5. Verify contains

**Expected Result:** Error message 'Page not found' is displayed","1. Navigate to app.vwo.com
2. Blur Country field
3. Fill in Country with test data
4. Select Register button
5. Verify contains",Error message 'Page not found' is displayed,Smoke,Boundary
TC-192,Verify Navigation - Focus Checkbox is valid with browser close,Test Case,Low,To Do,1,Web App,"Navigation,UI,Regression",Unassigned,QA Team,"Verify Navigation - Focus Checkbox is valid with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Focus Checkbox field
3. Leave Checkbox with test data
4. Submit Submit button
5. Verify is valid

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Focus Checkbox field
3. Leave Checkbox with test data
4. Submit Submit button
5. Verify is valid",User is redirected to dashboard,UI,Invalid
TC-193,Verify Chrome - Clear Zip Code is expanded with empty data,Test Case,Low,To Do,2,Web App,"Chrome,Use Case,Regression",Automation Team,QA Team,"Verify Chrome - Clear Zip Code is expanded with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear Zip Code field
3. Leave Zip Code with test data
4. Click Save button
5. Verify is expanded

**Expected Result:** Error message 'Invalid URL' is displayed","1. Navigate to app.vwo.com
2. Clear Zip Code field
3. Leave Zip Code with test data
4. Click Save button
5. Verify is expanded",Error message 'Invalid URL' is displayed,Use Case,Boundary
TC-194,Verify Forgot Password - Drag Dropdown is unchecked with minimum characters,Test Case,High,To Do,8,Web App,"Forgot Password,Regression,Regression",QA Team,QA Team,"Verify Forgot Password - Drag Dropdown is unchecked with minimum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Drag Dropdown field
3. Leave Dropdown with test data
4. Select Login button
5. Verify is unchecked

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Drag Dropdown field
3. Leave Dropdown with test data
4. Select Login button
5. Verify is unchecked",Success message is displayed,Regression,Boundary
TC-195,Verify Chrome - Upload Search Box is collapsed with page refresh,Test Case,High,To Do,4,Web App,"Chrome,Usability,Regression",QA Team,QA Team,"Verify Chrome - Upload Search Box is collapsed with page refresh

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Upload Search Box field
3. Clear Search Box with test data
4. Select Submit button
5. Verify is collapsed

**Expected Result:** Error message 'Page not found' is displayed","1. Navigate to app.vwo.com
2. Upload Search Box field
3. Clear Search Box with test data
4. Select Submit button
5. Verify is collapsed",Error message 'Page not found' is displayed,Usability,Valid
TC-196,Verify Authorization - Blur Country matches with expired session,Test Case,Medium,To Do,4,Web App,"Authorization,Use Case,Regression",Automation Team,QA Team,"Verify Authorization - Blur Country matches with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Blur Country field
3. Leave Country with test data
4. Click Register button
5. Verify matches

**Expected Result:** Country matches","1. Navigate to app.vwo.com
2. Blur Country field
3. Leave Country with test data
4. Click Register button
5. Verify matches",Country matches,Use Case,Null
TC-197,Verify Safari - Close Address is optional with valid data,Test Case,Low,To Do,5,Web App,"Safari,Security,Regression",QA Team,QA Team,"Verify Safari - Close Address is optional with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Close Address field
3. Fill in Address with test data
4. Click Register button
5. Verify is optional

**Expected Result:** Error message 'Session expired' is displayed","1. Navigate to app.vwo.com
2. Close Address field
3. Fill in Address with test data
4. Click Register button
5. Verify is optional",Error message 'Session expired' is displayed,Security,Valid
TC-198,Verify Access Control - Navigate Username equals with concurrent requests,Test Case,Low,To Do,7,Web App,"Access Control,Smoke,Regression",Automation Team,QA Team,"Verify Access Control - Navigate Username equals with concurrent requests

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Navigate Username field
3. Leave Username with test data
4. Select Cancel button
5. Verify equals

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Navigate Username field
3. Leave Username with test data
4. Select Cancel button
5. Verify equals",Validation error is shown,Smoke,Valid
TC-199,Verify Session Storage - Delete OTP is not selected with valid data,Test Case,High,To Do,1,Web App,"Session Storage,Positive,Regression",QA Team,QA Team,"Verify Session Storage - Delete OTP is not selected with valid data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Delete OTP field
3. Leave OTP with test data
4. Select Login button
5. Verify is not selected

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Delete OTP field
3. Leave OTP with test data
4. Select Login button
5. Verify is not selected",Data is saved successfully,Positive,Boundary
TC-200,Verify Session Storage - Select Confirm Password matches during network failure,Test Case,Medium,To Do,1,Web App,"Session Storage,Positive,Regression",Automation Team,QA Team,"Verify Session Storage - Select Confirm Password matches during network failure

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Select Confirm Password field
3. Clear Confirm Password with test data
4. Submit Register button
5. Verify matches

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Select Confirm Password field
3. Clear Confirm Password with test data
4. Submit Register button
5. Verify matches",Data is saved successfully,Positive,Boundary
